sentence1	sentence2	label
However, as long as they exist, they will try their best to counter the Islamic system.	Matukar dai daya bangaren (da suke fada das hi din) ya tsaya kyam, ya yi hakuri, bai bari ya rasa irin dogaro da kan da ya ke da shi ba, to ko shakka babu nasara tana tare da shi ne.	1
People should and will turn back to religion. They have already started to do so. This will happen whether they want it or not.	Wajibi ne dan'adam ya dawo ga addini, a halin yanzu sun fara komawa din; shin suna so ko kuma ba sa so, hakan shi ne abin da zai faru.	1
Instead of being tried as the accused, they acted like the plaintiff and with increased malice and vileness, they revealed their long-standing enmity towards the Islamic Republic and towards any flag of Islam raised to confront kufr and arrogance.	Haka nan maimakon su tsaya a matsayin wadanda ake zargi, sai suka zama masu tuhumar wasu ma, inda cikin dukkanin lalacewa da rashin sanin ya kamata suka bayyanar da tsohuwar kiyayyar da suke da ita a kan Jamhuriyar Musulunci da kuma dukkanin wata tuta da aka daga ta fada da kafirci da girman kai.	1
But for Main Street, USA, the real question is: What will the baby boomers have on the entrepreneurial landscape in the next century?	Ga 'yan mata da suka fi son salon salon, tambayar ita ce, abin da jaka za ta kasance a cikin yanayin a cikin bazara na shekara ta 2017?	0
Honey Rose plays the female lead in the entertainer	Jaruma mai kayan mata tana rawar wakar bikin ta cikin nishadi	0
"""And I will remove the iniquity of that land in one day."	Kuma zan kawar da laifin cewa ƙasar a rana daya.	0
So why do we insist on using these terms, with their off-the-mark definitions?	Don haka me yasa suke ƙoƙarin whaɗa waɗannan ayyukan duk da cewa suna da ƙarfi sosai?	0
The more we can increase religious content of different events, the more we will benefit from them.	Duk kokarin da muka yi wajen shigo da addini cikin lamurra na rayuwa, lamari ne da zai amfane mu.	1
This is another role of sports on a social level.	Wannan wani bangare ne na irin tasirori na zamantakewa da ke tattare da wasanni.	1
The first step is to discover and assess what they are.	Mataki na farko shi ne gano abubuwan nan kuma ku san abin da yake da amfani.	0
Yet they repeat these policies and they will be kicked in the mouth again.	Amma har ya zuwa yanzu suna sake maimaita wannan siyasar, to za su sake shan kashi kuwa.	1
[The Holy Quran, 10: 82] Allah the Exalted will not let this obvious truth stay hidden. Therefore, the Basij has acquired increasing honor in our country on a daily basis.	Allah Madaukakin Sarki ba zai bari a boye hakikanin da take a fili ba; a saboda haka mutumcin Basiji, alhamdu lillahi, a kowace sai dada karuwa yake yi a wanann kasa sannan kuma a kowace rana.	1
We cannot stop voting simply because we have objections to certain individuals or certain things.	Babu yadda za mu iya kau da kai daga wannan lamarin kawai saboda muna da wani korafi kan Malam Zaidu ko Malam Amru ba, ko kuma saboda dalili kaza da dalili kaza ba.	1
Dr. Abhi tossed the truth!	Hafcy gaskiya bayanin ki toh!	0
All these things should be done together.	Wajibi ne dukkanin wadannan abubuwan su zamanto tare da junansu.	1
The following is the full text of this message issued on October 11, 2013.	Abin da ke biye fassarar sakon da Jagoran ya aike wa mahajjatan wannan shekarar ta 1434 ne:	1
Some of the evil hegemons are denying this and they do not announce it.	To wadansu dai daga cikin wadannan lalatattun 'yan mulkin mallakan suna boye wannan ma'anar da kuma inkarin hakan.	1
"Instead, they provide a proprietary control panel they refer to as ""Account Manager."""	"Ƙungiyar kulawa don asusunka da ake kira ""Account Manager."""	0
Mat 19:12 For there are eunuchs who were born that way from their mother's womb, and there are eunuchs who were made eunuchs by men; and there are eunuchs who made themselves eunuchs for the Kingdom of Heaven's sake.	19:12 Domin akwai masu kamun kai persons waɗanda aka haifa don haka daga uwarsa, kuma akwai masu kamun kai persons waɗanda aka yi haka ta maza, kuma akwai masu kamun kai persons suka sanya kansu kamun kai saboda Mulkin Sama.	0
Leader: Leader Intervenes Only When Important National Interests Ignored - Khamenei.ir Ayatollah Khamenei said that insistence of the Iranian nation on its righteous positions and its efforts to become a role model for the regional nations is the main reason behind the pressures and the hostile propaganda broadcast against the Islamic Republic.	Ayatullah Khamenei ya bayyana cewar tsayin dakan da al'ummar Iran suka yi wajen kare hakkokinsu da kuma zama abin koyi ga sauran al'ummomin wannan yankin shi ne babban dalilin matsin lamba da bakar farfagandar da ake yadawa a kan tsarin Musulunci na Iran, daga nan sai ya ce: Duk da irin wadannan matsin lamba, to amma tsarin Jamhuriyar Musulunci ya tsaya kyam kuma bai yi kasa a gwuiwa ba.	1
was again in confusion.	Da kyau, a sake rikicewa!	0
Juho Thought.	yao yi lin;	0
Among all those countries that make extravagant claims regarding their stem cell technology, the Iranian nation suddenly managed to jump to the 8th position in the world.	Tsakanin dukkanin wadannan kasashen, dukkanin wadannan masu ikirari, kwatsam daga matsayi na ashirin - a matsayin misali - zuwa ga matsayi na takwas.	1
The opening of the Sioux Empire Fair	Ni Mai Kadke Hawai Fair Roya	0
They used to work so sincerely and so selflessly that they had filled the atmosphere of this region with the signs of sincerity, self-sacrifice, heroism and selflessness. And this is among the things that your province should feel proud of: it will remain for you.	Sun kasance masu gudanar da ayyukansu cikin tsarkin zuciya da kuma sadaukarwa ta yadda suka cika wannan yankin da irin wadannan alamu na tsarkin zuciya da sadaukarwa. Wadannan wasu ne daga cikin abubuwan alfahari na wannan lardi na ku, kuma zai ci gaba da zama tare da ku.	1
If there are no good answers, what are you going to do with the pain that feels death in your soul?	Idan baso ba me zai sanya tsananin tausayinsa wanzuwa acikin ranki?	0
Ayatollah Khamenei stressed that if teachers fail to realize the importance of their role, they may educate students who are not useful to society.	Ayatullah Khamenei ya ci gaba da cewa: Idan har malami bai riki irin matsayi da gudummawar da yake bayarwa da hannu bibbiyu ba, mai yiyuwa ne ya tarbiyartar da mutanen da ba za su zama masu amfani ga al'umma ba.	1
"""We like the atmosphere of the home, it's warm and more inviting for our workers."""	""" relax Umma gidan can fa yafi namu,suna da 'yan aiki dayawa."""	0
Similarly the area of our country is around one percent of the total land area of our planet. Well, we should have one percent of the total essential natural resources, but in certain cases we have 3, 4 or 5 percent of the total resources.	Yawan mutanen kasar nan kimanin kashi daya cikin dari na mutanen duniya ne, kamar yadda fadin kasar mu kimanin kashi daya cikin dari na dukknain fadin duniya ne - to a saboda haka abin da ya zama wajibi shi ne mu sami kashi daya cikin dari na albarkatun kasa na duniya; to amma a wasu wajajen ma abin da muke da shi din ya kai kashi 3, kashi 4 da kashi 5.	1
world of warcraft inspirational quotes it can never be broken	Kungiyar MURIC ta ce ba za'a taba amincewa da wannan abu da Afenifere tayi ba	0
He has given them the patience, the feelings, the emotions and the body which are necessary to raise children.	Ya ba su hakurin hakan, da kuma tausayi da yanayin jikin gudanar da hakan.	1
"""I know the layout"	"""Toh ina san ka'aikata yanxu"	0
German police raid a cafe with suspected ties to the Italian mafia.	Yan Sandan kasar Brasil sun sanar da capke wani kusa a kungiyar nan ta Mafia ta kasar Italiya da aka jima ana nema .	0
Outstanding technical achievements were made in this area which led to the production of different kinds of pharmaceuticals.	An gudanar da manyan ayyuka, da kuma samar da wasu magunguna.	1
When a man married off a daughter, he had to promise the son-in-law so many years of free board.	Idan kuwa namiji mai shekaru da yawa ya auri, karamar yarinya sai kaji ana cewa ya yi caraf da ita.	0
I believe that the movements which we see today in certain Islamic countries are the reaction of the peoples to the long-standing humiliation that the arrogant powers have imposed on them.	Mu dai mun yi imanin cewa yunkurin da a yau yake faruwa a wasu kasashe na musulmi, mayar da martanin al'ummomi da rashin amincewarsu ne ga irin wulakancin da ma'abota girman kai suke yi musu tsawon shekara da shekaru.	1
On the 16th of July 1939, the future Leader of Islamic Iran was born in the holy city of Mashhad, in the province of Khorasan.	An haifi mai girma Jagora juyin juya halin Musulunci Ayatullah Sayyid Ali Khamene'i dan marigayi Hujjatul Islam wal Muslimin Hajj Sayyid Jawad al-Husaini al-Khamene'i ne a ranar 24 ga watan Tir 1318 (hijira shamsiyya) wacce ta yi daidai da 28 ga watan Safar 1358 (hijira kamariyya) 15 ga Yuli 1939 (miladiyya) a garin Mashhad mai tsarki.	1
What's with the sullen silence?	Inki Aahon Ka Tujh Par Huwa Na Asar...	0
18 And if a house be divided against itself, that house cannot stand.	25 Haka in gida ya rabu a kan gāba, wannan gida ba zai ɗore ba.	0
An image of the faulty supply	hoton be giyarire hafan	0
The first point that I would like to discuss is related to the issue of elections.	Abubuwan da nake son fadi, suna da alaka ne da wannan batu na zabe.	1
Hopefully, you dear youth will see the glory and development of your country in the near future.	Haka kuma da yardar Allah nan gaba kadan ku din nan matasa za ku ga daukaka da ci gaban wannan kasar ta ku.	1
Sayyid Ali Hosseini Khamenei	Sayyid Ali Husaini Khamenei	1
I would like to say a few things about the issue of Ghadir and then I will say a few things about the responsibilities that the issue of Ghadir and awareness about the deep lessons of Ghadir entrusts to us.	Da farko zan yi magana ne dangane da batun Ghadir.	1
Projects can be either a small modification to what you already have, or start from the ground up.	Shawarar hanyoyin fashewa na iya zama dabam daga wanda kuka shirya, ko ana iya yin shawara ku hau sama.	0
One is the domestic factor: the shortcomings that we are suffering from.	Mu ne muke samar da irin wadannan nakasa.	1
"Otherwise, we will not benefit from the necessary position in the new world."""	Jagoran ya ci gaba da cewa: A irin wannan yanayin, akwai bukatar karin ayyukan diplomasiyya.	1
This little town across the Illinois River has definitely grown to be a world-class destination.	Babu shakka wannan yanayin kayan zaki ya tashi kuma ya zama sanannen kayan zaki a duk duniya.	0
acrostic poem for unitary	Yamawa Yuu Yanagida Shigeru Yato de Unicórnio	0
"""God, my strength, I look to you for help."	"""Babban alloli, Ina bukatan taimakonka, ina rokonka don ƙarfinka."	0
After Napoleon's exile and death, monarchy remained the system of government in France for around 50 years - that is to say, until around the year 1815. Of course there were very difficult and bitter upheavals. If you read 19th century French novels, including the books of Victor Hugo, Balzac and others, you will clearly see the signs of the upheavals and the hardships and bitterness that the people of France went through.	Bayan korar Napoleon da mutuwarsa - wato a kimanin shekarar 1815 - hukumar sarakuna ta yi kimanin shekaru hamsin tana iko a kasar Faransa cikin yanayi mai tsanani, ta yadda idan har kuka karanta littafan labarun karni na sha tara na kasar Faransa, a fili za ku ga alamun irin wadannan juyi da irin wadannan wahalhalu da bala'oi da suka faru a kan mutanen Faransa; daga cikin su kuwa akwai littafan Bictor Hugo da Balzac da sauransu.	1
The Ben Ali government	Akuma Allen AU	0
Fear of being judged for having Crohn's	Bana Tsoron Hukunci, Cewar Ronaldo Kan Rikicin Fyade	0
He merchandised there until 1854 when he sold out his stock and focused on farming.	Ya ci gaba da aikin soja har zuwa 1854 lokacin da ya yi murabus kuma yayi kokarin aikin gona.	0
The situation got so bad that the American President [President Jimmy Carter] resorted to a covert military attack to rescue the hostages.	Lamarin ya kai inda shugaban Amurka (na wancan lokacin) ya shirya wani harin soji na sirri tsakar dare a kan Iran da nufin ‘yanto wadannan mutane da aka yi garkuwa da su.	1
Once our youth went to the airport, prepared to go to Gaza.	Matasan mu sun tafi filin jirgin sama don a ba su damar tafiya Gaza!	1
Walking the length of the graveyard to the front gate	Â toshe a cikin babban kanti karkata zuwa ga gaskiya gilashin kofa injin daskarewa	0
The Revolution is moving in this direction.	A wannan fagen kan juyin nan yana ci gaba da tafiya ne.	1
Leader's Speech to Exemplary Nurses - Khamenei.ir	Jawabin Jagora Yayin Ganawa Da Dubban Malaman Jiyya Na Iran	1
The same goes for heart screening.	Haka kuma yana yiwuwa a aiwatar da gwajin gwajin zuciya.	0
Hot Drinks starting at £8	yan tai shi fu shan qu xin hai jie 8 hao	0
They use innumerable parables to teach the Dharma.	Ƙananan ƙungiyar malamai sun yi tafiya a kan kansu don koyar dharma.	0
After all, this is a kind of reading. I would not deny this. But it is better to combine recreational reading - like reading novels, autobiographies and easy historical books - with reading serious books, books that require thinking and careful studying.	Babu matsala cikin hakan, shi ma karatun littafi ne; ba ma kore hakan; to amma hanyar da ta fi hakan dacewa da kuma kyau ita ce cewa cikin littafan da mutum ya ke karantawa ya zamanto ya shigar da littafa masu saukin - a matsayin misali littafan kirkirarrun labarai da na tarihi - da kuma littafan da suke bukatar yin tunani da kuma bincike, to wajibi ne a shigar da irin wadannan littafa cikin karatun da ake yi.	1
